Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Data report,,,,2023-08-01 15:40:04,2023-08-01 15:41:54,1m - 49.792s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-01 15:40:05,2023-08-01 15:41:00,55.671s,PASSED
"startApplication(LoginCreds.get(""APK""), true)",,,,2023-08-01 15:40:06,2023-08-01 15:40:46,40.693s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-01 15:40:46,2023-08-01 15:40:51,4.373s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-01 15:40:51,2023-08-01 15:40:52,1.276s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-01 15:40:52,2023-08-01 15:40:53,0.801s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-01 15:40:53,2023-08-01 15:40:54,1.543s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-01 15:40:54,2023-08-01 15:40:56,2.065s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-01 15:40:56,2023-08-01 15:41:00,3.863s,PASSED
,,,,,,,
Test Cases/Data Report/Pateint (PDF) Report,,,,2023-08-01 15:41:00,2023-08-01 15:41:19,19.022s,PASSED
"scrollToText(""MRN: 11ui"")",,,,2023-08-01 15:41:01,2023-08-01 15:41:02,0.908s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - MRN 11ui""), 30)",,,,2023-08-01 15:41:02,2023-08-01 15:41:02,0.448s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.ImageView - Menu""), 30)",,,,2023-08-01 15:41:02,2023-08-01 15:41:05,2.240s,PASSED
"verifyElementText(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Generate Report""), ""Generate Report"")",,,,2023-08-01 15:41:05,2023-08-01 15:41:06,1.016s,PASSED
