Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
User Management,,,,2023-08-16 22:40:15,2023-08-16 22:48:08,7m - 52.429s,PASSED
,,,,,,,
Test Cases/User Managemenet/Privacy Terms and Conditions,,,,2023-08-16 22:40:16,2023-08-16 22:43:30,3m - 13.546s,PASSED
"startApplication(APK, true)",,,,2023-08-16 22:40:17,2023-08-16 22:40:57,40.263s,PASSED
"verifyElementText(findTestObject(""Object Repository/User Management/Privacy Terms and conditions/android.widget.TextView - Terms  Conditions""), ""Terms & Conditions"")",,,,2023-08-16 22:40:57,2023-08-16 22:41:28,30.356s,PASSED
"verifyElementText(findTestObject(""Object Repository/User Management/Privacy Terms and conditions/android.widget.TextView - Privacy Policy""), ""Privacy Policy"")",,,,2023-08-16 22:41:28,2023-08-16 22:41:58,30.199s,PASSED
"tap(findTestObject(""User Management/Privacy Terms and conditions/android.widget.TextView - Terms  Conditions""), 30)",,,,2023-08-16 22:41:58,2023-08-16 22:42:28,30.339s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-08-16 22:42:28,2023-08-16 22:42:33,5.124s,PASSED
"verifyElementText(findTestObject(""User Management/Privacy Terms and conditions/android.widget.TextView - Terms and Conditions""), ""Terms and Conditions"")",,,,2023-08-16 22:42:33,2023-08-16 22:42:43,9.378s,PASSED
pressBack(),,,,2023-08-16 22:42:43,2023-08-16 22:42:44,0.891s,PASSED
"tap(findTestObject(""User Management/Privacy Terms and conditions/android.widget.TextView - Privacy Policy""), 30)",,,,2023-08-16 22:42:44,2023-08-16 22:43:14,30.292s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-08-16 22:43:14,2023-08-16 22:43:19,5.014s,PASSED
"verifyElementText(findTestObject(""Object Repository/User Management/Privacy Terms and conditions/android.widget.TextView - Privacy Policy (1)""), ""Privacy Policy"")",,,,2023-08-16 22:43:19,2023-08-16 22:43:29,9.689s,PASSED
pressBack(),,,,2023-08-16 22:43:29,2023-08-16 22:43:30,0.776s,PASSED
,,,,,,,
Test Cases/User Managemenet/Restore Password,,,,2023-08-16 22:43:30,2023-08-16 22:43:35,5.307s,PASSED
"tap(findTestObject(""Object Repository/User Management/Restore Password/android.widget.TextView - Forgot your password""), 30)",,,,2023-08-16 22:43:30,2023-08-16 22:43:31,0.319s,PASSED
"setText(findTestObject(""Object Repository/User Management/Restore Password/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-16 22:43:31,2023-08-16 22:43:32,1.400s,PASSED
"setText(findTestObject(""Object Repository/User Management/Restore Password/android.widget.EditText - email""), LoginCreds.get(""email""), 30)",,,,2023-08-16 22:43:32,2023-08-16 22:43:33,1.245s,PASSED
"tap(findTestObject(""Object Repository/User Management/Restore Password/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:33,2023-08-16 22:43:34,0.795s,PASSED
pressBack(),,,,2023-08-16 22:43:34,2023-08-16 22:43:35,0.709s,PASSED
,,,,,,,
Test Cases/User Managemenet/10loginTestAttempts,,,,2023-08-16 22:43:35,2023-08-16 22:44:08,33.587s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), ""Test10times"", 30)",,,,2023-08-16 22:43:36,2023-08-16 22:43:44,8.077s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), ""123"", 30)",,,,2023-08-16 22:43:44,2023-08-16 22:43:45,1.219s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:45,2023-08-16 22:43:46,0.750s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:43:46,2023-08-16 22:43:47,1.466s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:43:47,2023-08-16 22:43:48,0.302s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:48,2023-08-16 22:43:49,1.103s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:43:49,2023-08-16 22:43:50,1.062s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:43:50,2023-08-16 22:43:51,0.900s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:51,2023-08-16 22:43:51,0.350s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:43:51,2023-08-16 22:43:52,1.048s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:43:52,2023-08-16 22:43:52,0.353s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:52,2023-08-16 22:43:53,0.733s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:43:53,2023-08-16 22:43:54,1.006s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:43:54,2023-08-16 22:43:55,0.377s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:55,2023-08-16 22:43:55,0.713s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:43:55,2023-08-16 22:43:56,1.180s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:43:56,2023-08-16 22:43:57,0.308s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:57,2023-08-16 22:43:57,0.700s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:43:57,2023-08-16 22:43:59,1.204s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:43:59,2023-08-16 22:43:59,0.319s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:43:59,2023-08-16 22:44:00,1.157s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:44:00,2023-08-16 22:44:02,1.547s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:44:02,2023-08-16 22:44:02,0.298s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:44:02,2023-08-16 22:44:03,0.687s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:44:03,2023-08-16 22:44:04,1.171s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:44:04,2023-08-16 22:44:04,0.299s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:44:04,2023-08-16 22:44:05,0.696s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-16 22:44:05,2023-08-16 22:44:06,1.062s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-16 22:44:06,2023-08-16 22:44:06,0.290s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-16 22:44:06,2023-08-16 22:44:07,0.716s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Your account has been temporarily disabled due to repeated login failures. Please contact your administrator qcekareinc.com""), ""Your account has been temporarily disabled due to repeated login failures. Please contact your administrator: qc@ekareinc.com"")",,,,2023-08-16 22:44:07,2023-08-16 22:44:08,1.278s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK (1)""), 30)",,,,2023-08-16 22:44:08,2023-08-16 22:44:08,0.317s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-16 22:44:08,2023-08-16 22:44:39,30.775s,PASSED
"startApplication(APK, false)",,,,2023-08-16 22:44:09,2023-08-16 22:44:18,9.002s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-16 22:44:18,2023-08-16 22:44:29,10.331s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-16 22:44:29,2023-08-16 22:44:30,1.215s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-16 22:44:30,2023-08-16 22:44:31,0.742s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-16 22:44:31,2023-08-16 22:44:32,1.754s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-16 22:44:32,2023-08-16 22:44:34,2.008s,PASSED
