Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-17 10:31:22,2023-08-17 10:31:23,1.179s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-17 10:31:23,2023-08-17 10:31:23,0.333s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-17 10:31:23,2023-08-17 10:31:24,0.738s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-17 10:31:24,2023-08-17 10:31:25,1.432s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-17 10:31:25,2023-08-17 10:31:26,0.439s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-17 10:31:26,2023-08-17 10:31:27,0.762s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-17 10:31:27,2023-08-17 10:31:28,1.149s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-17 10:31:28,2023-08-17 10:31:28,0.416s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-17 10:31:28,2023-08-17 10:31:29,0.716s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Login failed. Incorrect credentials""), ""Login failed. Incorrect credentials !"")",,,,2023-08-17 10:31:29,2023-08-17 10:31:30,1.222s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK""), 30)",,,,2023-08-17 10:31:30,2023-08-17 10:31:30,0.382s,PASSED
"tap(findTestObject(""User Management/10loginAttempts/android.view.ViewGroup""), 30)",,,,2023-08-17 10:31:30,2023-08-17 10:31:31,0.868s,PASSED
"verifyElementText(findTestObject(""User Management/10loginAttempts/android.widget.TextView - Your account has been temporarily disabled due to repeated login failures. Please contact your administrator qcekareinc.com""), ""Your account has been temporarily disabled due to repeated login failures. Please contact your administrator: qc@ekareinc.com"")",,,,2023-08-17 10:31:31,2023-08-17 10:31:33,1.347s,PASSED
"tap(findTestObject(""Object Repository/User Management/10loginAttempts/android.widget.Button - OK (1)""), 30)",,,,2023-08-17 10:31:33,2023-08-17 10:31:33,0.408s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-17 10:31:33,2023-08-17 10:32:00,26.816s,PASSED
"startApplication(APK, false)",,,,2023-08-17 10:31:34,2023-08-17 10:31:45,10.622s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-17 10:31:45,2023-08-17 10:31:50,5.706s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-17 10:31:50,2023-08-17 10:31:52,1.250s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-17 10:31:52,2023-08-17 10:31:52,0.746s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-17 10:31:52,2023-08-17 10:31:54,1.831s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-17 10:31:54,2023-08-17 10:31:56,2.007s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-17 10:31:56,2023-08-17 10:32:00,3.746s,PASSED
,,,,,,,
Test Cases/User Managemenet/Logout,,,,2023-08-17 10:32:00,2023-08-17 10:32:06,5.992s,PASSED
"tap(findTestObject(""Object Repository/User Management/Logout/android.widget.ImageView - menu""), 0)",,,,2023-08-17 10:32:01,2023-08-17 10:32:01,0.459s,PASSED
"tap(findTestObject(""Object Repository/User Management/Logout/android.widget.TextView - Logout""), 0)",,,,2023-08-17 10:32:01,2023-08-17 10:32:03,1.784s,PASSED
"tap(findTestObject(""Object Repository/User Management/Logout/android.widget.Button - CONFIRM""), 0)",,,,2023-08-17 10:32:03,2023-08-17 10:32:04,0.810s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Logout/android.widget.ImageView""), 0)",,,,2023-08-17 10:32:04,2023-08-17 10:32:06,1.810s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login as user with multiple sites,,,,2023-08-17 10:32:06,2023-08-17 10:34:14,2m - 7.808s,PASSED
"setText(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.EditText - username""), ""KatalonSite"", 30)",,,,2023-08-17 10:32:07,2023-08-17 10:32:08,1.042s,PASSED
"setText(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.EditText""), ""eKare123@"", 30)",,,,2023-08-17 10:32:08,2023-08-17 10:32:09,1.295s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - SIGN IN""), 30)",,,,2023-08-17 10:32:09,2023-08-17 10:32:10,0.791s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Katalon""), 30)",,,,2023-08-17 10:32:10,2023-08-17 10:32:12,1.968s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - add new patient""), 30)",,,,2023-08-17 10:32:12,2023-08-17 10:32:18,6.193s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.view.ViewGroup - patient""), 30)",,,,2023-08-17 10:32:18,2023-08-17 10:32:19,0.553s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.ImageView - menu""), 30)",,,,2023-08-17 10:32:19,2023-08-17 10:32:21,2.723s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Freeze patient""), 30)",,,,2023-08-17 10:32:21,2023-08-17 10:32:22,1.002s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Delete patient""), 30)",,,,2023-08-17 10:32:22,2023-08-17 10:32:23,0.338s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Cancel""), 30)",,,,2023-08-17 10:32:23,2023-08-17 10:32:23,0.501s,PASSED
pressBack(),,,,2023-08-17 10:32:23,2023-08-17 10:32:24,1.037s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.ImageView - Menu (1)""), 30)",,,,2023-08-17 10:32:24,2023-08-17 10:32:25,0.850s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Site""), 30)",,,,2023-08-17 10:32:25,2023-08-17 10:32:27,2.293s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - site user""), 30)",,,,2023-08-17 10:32:27,2023-08-17 10:32:28,0.890s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.view.ViewGroup""), 30)",,,,2023-08-17 10:32:28,2023-08-17 10:32:35,6.675s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.ImageView - menu""), 30)",,,,2023-08-17 10:32:35,2023-08-17 10:32:37,2.216s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Edit patient""), 30)",,,,2023-08-17 10:32:37,2023-08-17 10:32:38,0.961s,PASSED
"verifyElementNotExist(findTestObject(""User Management/Login as user with multiple sites/android.widget.TextView - Delete patient""), 30)",,,,2023-08-17 10:32:38,2023-08-17 10:33:08,30.242s,PASSED
"verifyElementNotExist(findTestObject(""User Management/Login as user with multiple sites/android.widget.TextView - Freeze patient""), 30)",,,,2023-08-17 10:33:08,2023-08-17 10:33:39,30.254s,PASSED
"tap(findTestObject(""User Management/Login as user with multiple sites/android.widget.TextView - Cancel""), 30)",,,,2023-08-17 10:33:39,2023-08-17 10:33:39,0.475s,PASSED
pressBack(),,,,2023-08-17 10:33:39,2023-08-17 10:33:40,0.980s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.ImageView - Menu (1)""), 30)",,,,2023-08-17 10:33:40,2023-08-17 10:33:41,0.797s,PASSED
"tap(findTestObject(""User Management/Login as user with multiple sites/android.widget.TextView - Site""), 30)",,,,2023-08-17 10:33:41,2023-08-17 10:33:43,1.660s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login as user with multiple sites/android.widget.TextView - Test1""), 30)",,,,2023-08-17 10:33:43,2023-08-17 10:33:43,0.858s,PASSED
"verifyElementNotExist(findTestObject(""User Management/Login as user with multiple sites/android.widget.TextView - add new patient""), 30)",,,,2023-08-17 10:33:43,2023-08-17 10:34:14,30.341s,PASSED
,,,,,,,
Test Cases/User Managemenet/Auto-logout,,,,2023-08-17 10:34:14,2023-08-17 10:35:31,1m - 17.543s,PASSED
"tap(findTestObject(""User Management/Auto-Logout/android.widget.ImageView - Menu (1)""), 30)",,,,2023-08-17 10:34:15,2023-08-17 10:34:15,0.371s,PASSED
"tap(findTestObject(""Object Repository/User Management/Auto-Logout/android.widget.TextView - Settings""), 30)",,,,2023-08-17 10:34:15,2023-08-17 10:34:16,1.569s,PASSED
"tap(findTestObject(""Object Repository/User Management/Auto-Logout/android.widget.TextView - Logout time""), 30)",,,,2023-08-17 10:34:16,2023-08-17 10:34:19,2.146s,PASSED
"tap(findTestObject(""Object Repository/User Management/Auto-Logout/android.widget.TextView - 1 minutes""), 30)",,,,2023-08-17 10:34:19,2023-08-17 10:34:20,0.906s,PASSED
"tap(findTestObject(""Object Repository/User Management/Auto-Logout/android.widget.ImageView (1)""), 30)",,,,2023-08-17 10:34:20,2023-08-17 10:34:21,1.257s,PASSED
"delay(65, STOP_ON_FAILURE)",,,,2023-08-17 10:34:21,2023-08-17 10:35:26,1m - 5.021s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Auto-Logout/android.widget.ImageView (2)""), 30)",,,,2023-08-17 10:35:26,2023-08-17 10:35:31,5.497s,PASSED
