Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Data report,,,,2023-08-13 17:41:26,2023-08-13 17:43:34,2m - 7.474s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-13 17:41:27,2023-08-13 17:42:31,1m - 3.466s,PASSED
"startApplication(APK, false)",,,,2023-08-13 17:41:29,2023-08-13 17:42:11,41.875s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-13 17:42:11,2023-08-13 17:42:20,9.674s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-13 17:42:20,2023-08-13 17:42:22,1.259s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-13 17:42:22,2023-08-13 17:42:22,0.800s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-13 17:42:22,2023-08-13 17:42:24,1.816s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-13 17:42:24,2023-08-13 17:42:27,2.579s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-13 17:42:27,2023-08-13 17:42:31,3.694s,PASSED
,,,,,,,
Test Cases/Data Report/Pateint (PDF) Report,,,,2023-08-13 17:42:31,2023-08-13 17:42:56,25.574s,PASSED
"scrollToText(""MRN: 11ui"")",,,,2023-08-13 17:42:32,2023-08-13 17:42:42,10.576s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - MRN 11ui""), 30)",,,,2023-08-13 17:42:42,2023-08-13 17:42:43,0.475s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.ImageView - Menu""), 30)",,,,2023-08-13 17:42:43,2023-08-13 17:42:45,2.412s,PASSED
"verifyElementText(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Generate Report""), ""Generate Report"")",,,,2023-08-13 17:42:45,2023-08-13 17:42:46,1.076s,PASSED
"tap(findTestObject(""Data Report/Patient (PDF) Report/android.widget.TextView - Generate Report""), 30)",,,,2023-08-13 17:42:46,2023-08-13 17:42:47,0.386s,PASSED
"verifyElementText(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Generate""), ""Generate"")",,,,2023-08-13 17:42:47,2023-08-13 17:42:48,1.720s,PASSED
"tap(findTestObject(""Data Report/Patient (PDF) Report/android.widget.TextView - Generate""), 30)",,,,2023-08-13 17:42:48,2023-08-13 17:42:49,0.577s,PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-08-13 17:42:49,2023-08-13 17:42:54,5.019s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.RelativeLayout""), 30)",,,,2023-08-13 17:42:54,2023-08-13 17:42:54,0.376s,PASSED
pressBack(),,,,2023-08-13 17:42:54,2023-08-13 17:42:55,0.825s,PASSED
pressBack(),,,,2023-08-13 17:42:55,2023-08-13 17:42:55,0.420s,PASSED
pressBack(),,,,2023-08-13 17:42:55,2023-08-13 17:42:56,0.680s,PASSED
,,,,,,,
Test Cases/Data Report/PDF report logo customization,,,,2023-08-13 17:42:56,2023-08-13 17:43:15,18.742s,PASSED
"scrollToText(""MRN: 11ui"")",,,,2023-08-13 17:42:57,2023-08-13 17:42:58,0.919s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - MRN 11ui""), 30)",,,,2023-08-13 17:42:58,2023-08-13 17:42:59,0.433s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.ImageView - Menu""), 30)",,,,2023-08-13 17:42:59,2023-08-13 17:43:01,2.676s,PASSED
"verifyElementText(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Generate Report""), ""Generate Report"")",,,,2023-08-13 17:43:01,2023-08-13 17:43:02,1.011s,PASSED
"tap(findTestObject(""Data Report/Patient (PDF) Report/android.widget.TextView - Generate Report""), 30)",,,,2023-08-13 17:43:02,2023-08-13 17:43:03,0.734s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Default logo (eKare)""), 30)",,,,2023-08-13 17:43:03,2023-08-13 17:43:05,1.568s,PASSED
"tap(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Custom logo On the web, go to Menu  Settings""), 30)",,,,2023-08-13 17:43:05,2023-08-13 17:43:06,0.984s,PASSED
"verifyElementText(findTestObject(""Object Repository/Data Report/Patient (PDF) Report/android.widget.TextView - Generate""), ""Generate"")",,,,2023-08-13 17:43:06,2023-08-13 17:43:07,1.518s,PASSED
