Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wound Assessment,,,,2023-08-15 11:56:54,2023-08-15 12:01:45,4m - 50.325s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-15 11:56:58,2023-08-15 11:59:03,2m - 5.087s,PASSED
"startApplication(APK, false)",,,,2023-08-15 11:57:03,2023-08-15 11:58:48,1m - 45.172s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-15 11:58:48,2023-08-15 11:58:52,4.135s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-15 11:58:52,2023-08-15 11:58:53,1.357s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-15 11:58:53,2023-08-15 11:58:54,0.889s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-15 11:58:54,2023-08-15 11:58:56,2.013s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-15 11:58:56,2023-08-15 11:58:59,2.423s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-15 11:58:59,2023-08-15 11:59:03,4.054s,PASSED
,,,,,,,
Test Cases/Wound Assessment/Add Assessment,,,,2023-08-15 11:59:03,2023-08-15 11:59:50,47.170s,PASSED
"setText(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.EditText - Search by Name, MRN""), ""21ui"", 30)",,,,2023-08-15 11:59:06,2023-08-15 11:59:08,2.187s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Current site""), 30)",,,,2023-08-15 11:59:08,2023-08-15 11:59:10,1.825s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-15 11:59:10,2023-08-15 11:59:12,1.752s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Patient""), 30)",,,,2023-08-15 11:59:12,2023-08-15 11:59:13,1.276s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Patient""), 30)",,,,2023-08-15 11:59:13,2023-08-15 11:59:14,0.923s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-15 11:59:14,2023-08-15 11:59:16,2.438s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-15 11:59:16,2023-08-15 11:59:17,0.777s,PASSED
"tap(findTestObject(""Data Preparation/Wound Assessment/android.view.ViewGroup - Assessment""), 30)",,,,2023-08-15 11:59:17,2023-08-15 11:59:21,3.636s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.ImageView - add Assessement""), 30)",,,,2023-08-15 11:59:21,2023-08-15 11:59:23,2.237s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.ImageView - add Assessement""), 30)",,,,2023-08-15 11:59:23,2023-08-15 11:59:24,0.932s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - WOUND EDGE""), 30)",,,,2023-08-15 11:59:24,2023-08-15 11:59:25,1.334s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Rolled""), 30)",,,,2023-08-15 11:59:25,2023-08-15 11:59:26,1.308s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - PERI WOUND SKIN""), 30)",,,,2023-08-15 11:59:26,2023-08-15 11:59:27,1.011s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Oedema""), 30)",,,,2023-08-15 11:59:27,2023-08-15 11:59:29,1.266s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - PERI WOUND SKIN (1)""), 30)",,,,2023-08-15 11:59:29,2023-08-15 11:59:30,1.241s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - PAIN""), 30)",,,,2023-08-15 11:59:30,2023-08-15 11:59:32,1.781s,PASSED
