Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wound Management,,,,2023-07-26 12:56:49,2023-07-26 13:03:57,7m - 7.912s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-07-26 12:56:52,2023-07-26 12:58:50,1m - 57.901s,PASSED
"startApplication(""C:\Users\Amarir\Downloads\APK\IS\app-release.apk"", true)",,,,2023-07-26 12:56:58,2023-07-26 12:58:38,1m - 40.297s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-07-26 12:58:38,2023-07-26 12:58:42,4.450s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-07-26 12:58:42,2023-07-26 12:58:44,1.352s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-07-26 12:58:44,2023-07-26 12:58:45,0.806s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-07-26 12:58:45,2023-07-26 12:58:47,2.041s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-07-26 12:58:47,2023-07-26 12:58:49,2.289s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-07-26 12:58:49,2023-07-26 12:58:50,0.712s,PASSED
,,,,,,,
Test Cases/Wound Management/Add Wound,,,,2023-07-26 12:58:50,2023-07-26 12:59:05,15.754s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.EditText - Search by Name, MRN""), ""78ui"", 0)",,,,2023-07-26 12:58:51,2023-07-26 12:58:53,1.729s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Current site""), 0)",,,,2023-07-26 12:58:53,2023-07-26 12:58:54,1.130s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Current site (1)""), 0)",,,,2023-07-26 12:58:54,2023-07-26 12:58:56,1.404s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.view.ViewGroup""), 0)",,,,2023-07-26 12:58:56,2023-07-26 12:58:56,0.898s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.ImageView - add wound""), 0)",,,,2023-07-26 12:58:56,2023-07-26 12:58:59,2.241s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Next""), 0)",,,,2023-07-26 12:58:59,2023-07-26 12:59:00,1.081s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Save""), 0)",,,,2023-07-26 12:59:00,2023-07-26 12:59:01,1.002s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Add Wound/android.view.ViewGroup (2)""), 0)",,,,2023-07-26 12:59:01,2023-07-26 12:59:04,3.177s,PASSED
pressBack(),,,,2023-07-26 12:59:04,2023-07-26 12:59:05,0.540s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - x""), 0)",,,,2023-07-26 12:59:05,2023-07-26 12:59:05,0.818s,PASSED
,,,,,,,
Test Cases/Wound Management/Edit Wound,,,,2023-07-26 12:59:05,2023-07-26 12:59:32,26.659s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.EditText - Search by Name, MRN""), ""86ui"", 0)",,,,2023-07-26 12:59:08,2023-07-26 12:59:09,1.766s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Current site""), 0)",,,,2023-07-26 12:59:09,2023-07-26 12:59:10,0.933s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Current site (1)""), 0)",,,,2023-07-26 12:59:10,2023-07-26 12:59:12,1.402s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup""), 0)",,,,2023-07-26 12:59:12,2023-07-26 12:59:13,0.927s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - wound""), 0)",,,,2023-07-26 12:59:13,2023-07-26 12:59:15,1.949s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - wound""), 0)",,,,2023-07-26 12:59:15,2023-07-26 12:59:15,0.728s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.ImageView - menu""), 0)",,,,2023-07-26 12:59:15,2023-07-26 12:59:18,2.415s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Edit wound""), 0)",,,,2023-07-26 12:59:18,2023-07-26 12:59:19,1.292s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - secondary wound type""), 0)",,,,2023-07-26 12:59:19,2023-07-26 12:59:20,1.244s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Stage III""), 0)",,,,2023-07-26 12:59:20,2023-07-26 12:59:21,1.103s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - facility acquired wound""), 0)",,,,2023-07-26 12:59:21,2023-07-26 12:59:22,1.048s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Next""), 0)",,,,2023-07-26 12:59:22,2023-07-26 12:59:23,0.989s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Additional description (Optional)""), 0)",,,,2023-07-26 12:59:23,2023-07-26 12:59:24,0.997s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.EditText - description""), ""Test Description"", 0)",,,,2023-07-26 12:59:24,2023-07-26 12:59:26,1.351s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - OK""), 0)",,,,2023-07-26 12:59:26,2023-07-26 12:59:26,0.631s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Save""), 0)",,,,2023-07-26 12:59:26,2023-07-26 12:59:27,0.906s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Test Description""), ""Test Description"")",,,,2023-07-26 12:59:27,2023-07-26 12:59:30,2.866s,PASSED
pressBack(),,,,2023-07-26 12:59:30,2023-07-26 12:59:30,0.344s,PASSED
pressBack(),,,,2023-07-26 12:59:30,2023-07-26 12:59:31,0.689s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - x""), 0)",,,,2023-07-26 12:59:31,2023-07-26 12:59:32,0.855s,PASSED
,,,,,,,
Test Cases/Wound Management/Change wound Statues,,,,2023-07-26 12:59:32,2023-07-26 12:59:49,16.865s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.EditText - Search by Name, MRN""), ""87ui"", 0)",,,,2023-07-26 12:59:34,2023-07-26 12:59:35,1.230s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Current site""), 0)",,,,2023-07-26 12:59:35,2023-07-26 12:59:36,0.959s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Current site (1)""), 0)",,,,2023-07-26 12:59:36,2023-07-26 12:59:38,1.517s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - Patient""), 0)",,,,2023-07-26 12:59:38,2023-07-26 12:59:38,0.836s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - wound""), 0)",,,,2023-07-26 12:59:38,2023-07-26 12:59:41,2.320s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - Patient""), 0)",,,,2023-07-26 12:59:41,2023-07-26 12:59:41,0.626s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - wound statues""), 0)",,,,2023-07-26 12:59:41,2023-07-26 12:59:44,2.721s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Healed""), ""Healed"")",,,,2023-07-26 12:59:44,2023-07-26 12:59:45,1.221s,PASSED
"tap(findTestObject(""Wound Management/Change wound statues/android.widget.TextView - Healed""), 0)",,,,2023-07-26 12:59:45,2023-07-26 12:59:46,0.548s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Healed (1)""), ""Healed"")",,,,2023-07-26 12:59:46,2023-07-26 12:59:47,1.257s,PASSED
pressBack(),,,,2023-07-26 12:59:47,2023-07-26 12:59:47,0.347s,PASSED
pressBack(),,,,2023-07-26 12:59:47,2023-07-26 12:59:48,0.688s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.ImageView""), 0)",,,,2023-07-26 12:59:48,2023-07-26 12:59:49,0.780s,PASSED
,,,,,,,
Test Cases/Wound Management/Lock Wound,,,,2023-07-26 12:59:49,2023-07-26 13:00:10,21.478s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.EditText - Search by Name, MRN""), ""89ui"", 0)",,,,2023-07-26 12:59:51,2023-07-26 12:59:52,1.275s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.TextView - Current site""), 0)",,,,2023-07-26 12:59:52,2023-07-26 12:59:53,0.914s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.TextView - Current site (1)""), 0)",,,,2023-07-26 12:59:53,2023-07-26 12:59:55,1.435s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - Patient""), 0)",,,,2023-07-26 12:59:55,2023-07-26 12:59:55,0.768s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - Patient""), 0)",,,,2023-07-26 12:59:55,2023-07-26 12:59:56,1.036s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - wound""), 0)",,,,2023-07-26 12:59:56,2023-07-26 12:59:58,1.831s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - wound""), 0)",,,,2023-07-26 12:59:58,2023-07-26 12:59:59,0.582s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - menu""), 0)",,,,2023-07-26 12:59:59,2023-07-26 13:00:01,2.541s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.TextView - Lock wound""), 0)",,,,2023-07-26 13:00:01,2023-07-26 13:00:03,1.268s,PASSED
pressBack(),,,,2023-07-26 13:00:03,2023-07-26 13:00:04,1.683s,PASSED
delay(5),,,,2023-07-26 13:00:04,2023-07-26 13:00:09,5.021s,PASSED
pressBack(),,,,2023-07-26 13:00:09,2023-07-26 13:00:10,0.266s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - x""), 0)",,,,2023-07-26 13:00:10,2023-07-26 13:00:10,0.800s,PASSED
,,,,,,,
Test Cases/Wound Management/Unlock Wound,,,,2023-07-26 13:00:10,2023-07-26 13:00:28,17.728s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.EditText - Search by Name, MRN""), ""90ui"", 30)",,,,2023-07-26 13:00:13,2023-07-26 13:00:14,1.611s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.TextView - Current site""), 30)",,,,2023-07-26 13:00:14,2023-07-26 13:00:15,0.925s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.TextView - Current site (1)""), 30)",,,,2023-07-26 13:00:15,2023-07-26 13:00:17,1.398s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - Patient""), 30)",,,,2023-07-26 13:00:17,2023-07-26 13:00:17,0.744s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - Patient""), 30)",,,,2023-07-26 13:00:17,2023-07-26 13:00:18,0.558s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - wound""), 30)",,,,2023-07-26 13:00:18,2023-07-26 13:00:20,1.798s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - wound""), 30)",,,,2023-07-26 13:00:20,2023-07-26 13:00:20,0.653s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.ImageView - menu""), 30)",,,,2023-07-26 13:00:20,2023-07-26 13:00:23,2.333s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.TextView - Unlock wound""), ""Unlock wound"")",,,,2023-07-26 13:00:23,2023-07-26 13:00:24,1.214s,PASSED
"tap(findTestObject(""Wound Management/Unlock wound/android.widget.TextView - Unlock wound""), 30)",,,,2023-07-26 13:00:24,2023-07-26 13:00:24,0.654s,PASSED
pressBack(),,,,2023-07-26 13:00:24,2023-07-26 13:00:26,1.808s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - wound""), 30)",,,,2023-07-26 13:00:26,2023-07-26 13:00:27,0.770s,PASSED
pressBack(),,,,2023-07-26 13:00:27,2023-07-26 13:00:27,0.309s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.ImageView - x""), 30)",,,,2023-07-26 13:00:27,2023-07-26 13:00:28,0.804s,PASSED
,,,,,,,
Test Cases/Wound Management/Wound List,,,,2023-07-26 13:00:28,2023-07-26 13:01:19,50.941s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Wound List/android.widget.EditText - Search by Name, MRN""), ""92ui"", 30)",,,,2023-07-26 13:00:30,2023-07-26 13:00:32,1.514s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Wound List/android.widget.TextView - Current site""), 30)",,,,2023-07-26 13:00:32,2023-07-26 13:00:33,0.917s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Wound List/android.widget.TextView - Current site (1)""), 30)",,,,2023-07-26 13:00:33,2023-07-26 13:00:34,0.920s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Wound List/android.view.ViewGroup - patient""), 30)",,,,2023-07-26 13:00:34,2023-07-26 13:00:35,0.938s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound List/android.widget.TextView - 92ui""), ""92ui"")",,,,2023-07-26 13:00:35,2023-07-26 13:00:37,2.052s,PASSED
