Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Patient Management,,,,2023-08-17 10:02:43,2023-08-17 10:05:43,2m - 59.729s,FAILED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-17 10:03:25,2023-08-17 10:03:32,6.742s,FAILED
"startApplication(APK, false)",,,,2023-08-17 10:03:25,2023-08-17 10:03:32,6.716s,FAILED
,,,,,,,
Test Cases/Patient Management/Add Patient,,,,2023-08-17 10:03:33,2023-08-17 10:03:33,0.159s,FAILED
"tap(findTestObject(""Object Repository/Patient Management/Add Patient/android.widget.TextView - add patient""), 30)",,,,2023-08-17 10:03:33,2023-08-17 10:03:33,0.143s,PASSED
,,,,,,,
Test Cases/Patient Management/Search Patient,,,,2023-08-17 10:03:35,2023-08-17 10:03:35,0.214s,FAILED
"setText(findTestObject(""Object Repository/Patient Management/Search Patient/android.widget.EditText - Search by Name, MRN""), ""987"", 30)",,,,2023-08-17 10:03:35,2023-08-17 10:03:35,0.155s,PASSED
,,,,,,,
Test Cases/Patient Management/Edit Patient,,,,2023-08-17 10:03:36,2023-08-17 10:03:36,0.158s,FAILED
"tap(findTestObject(""Object Repository/Patient Management/Edit Patient/android.view.ViewGroup (1)""), 30)",,,,2023-08-17 10:03:36,2023-08-17 10:03:36,0.143s,PASSED
,,,,,,,
Test Cases/Patient Management/Freeze Patient,,,,2023-08-17 10:03:38,2023-08-17 10:03:38,0.138s,FAILED
"setText(findTestObject(""Object Repository/Patient Management/Freeze Patient/android.widget.EditText - Search by Name, MRN""), ""6767"", 30)",,,,2023-08-17 10:03:38,2023-08-17 10:03:38,0.124s,PASSED
,,,,,,,
Test Cases/Patient Management/Filter Patient,,,,2023-08-17 10:03:39,2023-08-17 10:03:39,0.146s,FAILED
"tap(findTestObject(""Object Repository/Patient Management/Filter Patient/android.widget.ImageView - filter""), 30)",,,,2023-08-17 10:03:39,2023-08-17 10:03:39,0.135s,PASSED
,,,,,,,
Test Cases/Patient Management/Unfreeze Patient,,,,2023-08-17 10:05:11,2023-08-17 10:05:41,30.252s,FAILED
delay(30),,,,2023-08-17 10:05:11,2023-08-17 10:05:41,30.017s,PASSED
"setText(findTestObject(""Object Repository/Patient Management/Unfreeze Patient/android.widget.EditText - Search by Name, MRN""), ""6768"", 30)",,,,2023-08-17 10:05:41,2023-08-17 10:05:41,0.209s,PASSED
,,,,,,,
Test Cases/Patient Management/Delete Patient,,,,2023-08-17 10:05:43,2023-08-17 10:05:43,0.254s,FAILED
"setText(findTestObject(""Object Repository/Patient Management/Delete Patient/android.widget.EditText - Search by Name, MRN""), ""6766"", 30)",,,,2023-08-17 10:05:43,2023-08-17 10:05:43,0.233s,PASSED
