Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wound Assessment,,,,2023-08-03 11:06:54,2023-08-03 11:16:34,9m - 40.149s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-03 11:06:54,2023-08-03 11:07:47,52.977s,PASSED
"startApplication(LoginCreds.get(""APK""), true)",,,,2023-08-03 11:06:55,2023-08-03 11:07:34,39.326s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-03 11:07:34,2023-08-03 11:07:38,3.994s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-03 11:07:38,2023-08-03 11:07:40,1.237s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-03 11:07:40,2023-08-03 11:07:40,0.742s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-03 11:07:40,2023-08-03 11:07:42,1.518s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-03 11:07:42,2023-08-03 11:07:44,2.092s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-03 11:07:44,2023-08-03 11:07:47,3.131s,PASSED
,,,,,,,
Test Cases/Wound Assessment/Add Assessment,,,,2023-08-03 11:07:47,2023-08-03 11:09:17,1m - 29.886s,PASSED
"setText(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.EditText - Search by Name, MRN""), ""21ui"", 30)",,,,2023-08-03 11:07:48,2023-08-03 11:07:49,1.426s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Current site""), 30)",,,,2023-08-03 11:07:49,2023-08-03 11:07:50,1.081s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-03 11:07:50,2023-08-03 11:07:51,0.940s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Patient""), 30)",,,,2023-08-03 11:07:51,2023-08-03 11:07:52,1.075s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Patient""), 30)",,,,2023-08-03 11:07:52,2023-08-03 11:07:53,0.393s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-03 11:07:53,2023-08-03 11:07:54,1.747s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-03 11:07:54,2023-08-03 11:07:55,0.471s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Assessment""), ""Assessment"")",,,,2023-08-03 11:07:55,2023-08-03 11:08:25,30.264s,PASSED
"tap(findTestObject(""Wound Assessment/Add Assessment/android.widget.TextView - Assessment""), 30)",,,,2023-08-03 11:08:25,2023-08-03 11:08:57,31.626s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.ImageView - add Assessement""), 30)",,,,2023-08-03 11:08:57,2023-08-03 11:08:57,0.319s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.ImageView - add Assessement""), 30)",,,,2023-08-03 11:08:57,2023-08-03 11:08:57,0.409s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - WOUND EDGE""), 30)",,,,2023-08-03 11:08:57,2023-08-03 11:08:58,1.043s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Rolled""), 30)",,,,2023-08-03 11:08:58,2023-08-03 11:09:00,1.043s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - PERI WOUND SKIN""), 30)",,,,2023-08-03 11:09:00,2023-08-03 11:09:00,0.555s,PASSED
