Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sync,,,,2023-08-08 11:16:46,2023-08-08 11:21:22,4m - 35.545s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-08 11:16:47,2023-08-08 11:17:50,1m - 3.098s,PASSED
"startApplication(APK, true)",,,,2023-08-08 11:16:49,2023-08-08 11:17:33,44.414s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-08 11:17:33,2023-08-08 11:17:41,8.315s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-08 11:17:41,2023-08-08 11:17:43,1.234s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-08 11:17:43,2023-08-08 11:17:43,0.789s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-08 11:17:43,2023-08-08 11:17:45,1.613s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-08 11:17:45,2023-08-08 11:17:47,2.086s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-08 11:17:47,2023-08-08 11:17:50,3.328s,PASSED
,,,,,,,
Test Cases/Synchronization and Offline Use/Automatic sync mode,,,,2023-08-08 11:17:50,2023-08-08 11:21:22,3m - 31.491s,PASSED
"delay(60, STOP_ON_FAILURE)",,,,2023-08-08 11:17:51,2023-08-08 11:18:51,1m - 0.022s,PASSED
"toggleWifi(""off"", STOP_ON_FAILURE)",,,,2023-08-08 11:18:51,2023-08-08 11:18:53,1.190s,PASSED
"tap(findTestObject(""Synchronization and Offline Use/Automatic sync mode/android.view.ViewGroup - add patient""), 30)",,,,2023-08-08 11:18:53,2023-08-08 11:18:54,1.153s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - First name""), ""Test"", 30)",,,,2023-08-08 11:18:54,2023-08-08 11:18:56,2.125s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - Last name""), ""Sync"", 30)",,,,2023-08-08 11:18:56,2023-08-08 11:18:57,1.272s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - Date of birth (ddmmyyyy)""), ""01/09/1990"", 30)",,,,2023-08-08 11:18:57,2023-08-08 11:18:59,1.756s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - MRN""), ""00ui"", 30)",,,,2023-08-08 11:18:59,2023-08-08 11:19:01,1.674s,PASSED
"tap(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - Save""), 30)",,,,2023-08-08 11:19:01,2023-08-08 11:19:01,0.776s,PASSED
"verifyElementText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - Patient created successfully""), ""Patient created successfully"")",,,,2023-08-08 11:19:01,2023-08-08 11:19:02,0.944s,PASSED
"tap(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.Button - OK""), 30)",,,,2023-08-08 11:19:02,2023-08-08 11:19:03,0.395s,PASSED
"verifyElementText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - Sync, Test""), ""Sync, Test"")",,,,2023-08-08 11:19:03,2023-08-08 11:19:04,0.851s,PASSED
"verifyElementText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - MRN 00ui""), ""MRN: 00ui"")",,,,2023-08-08 11:19:04,2023-08-08 11:19:04,0.409s,PASSED
"tap(findTestObject(""Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - MRN 00ui""), 30)",,,,2023-08-08 11:19:04,2023-08-08 11:19:04,0.452s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.ImageView - add wound""), 30)",,,,2023-08-08 11:19:04,2023-08-08 11:19:05,0.919s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Next""), 30)",,,,2023-08-08 11:19:05,2023-08-08 11:19:06,1.045s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Save""), 30)",,,,2023-08-08 11:19:06,2023-08-08 11:19:07,0.935s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Add Wound/android.view.ViewGroup (2)""), 30)",,,,2023-08-08 11:19:07,2023-08-08 11:19:08,1.113s,PASSED
"tap(findTestObject(""Wound Management/Add Wound/android.view.ViewGroup (2)""), 30)",,,,2023-08-08 11:19:08,2023-08-08 11:19:09,0.467s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Assessment""), ""Assessment"")",,,,2023-08-08 11:19:09,2023-08-08 11:19:39,30.228s,PASSED
"tap(findTestObject(""Wound Assessment/Add Assessment/android.widget.TextView - Assessment""), 30)",,,,2023-08-08 11:19:39,2023-08-08 11:20:09,30.281s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.ImageView - add Assessement""), 30)",,,,2023-08-08 11:20:09,2023-08-08 11:20:11,1.112s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.ImageView - add Assessement""), 30)",,,,2023-08-08 11:20:11,2023-08-08 11:20:11,0.509s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - WOUND EDGE""), 30)",,,,2023-08-08 11:20:11,2023-08-08 11:20:12,1.153s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Rolled""), 30)",,,,2023-08-08 11:20:12,2023-08-08 11:20:13,1.067s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - PERI WOUND SKIN""), 30)",,,,2023-08-08 11:20:13,2023-08-08 11:20:14,0.845s,PASSED
"tap(findTestObject(""Object Repository/Wound Assessment/Add Assessment/android.widget.TextView - Oedema""), 30)",,,,2023-08-08 11:20:14,2023-08-08 11:20:15,1.260s,PASSED
