Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Treatment and WCP,,,,2023-08-15 12:04:29,2023-08-15 12:10:56,6m - 26.508s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-15 12:04:32,2023-08-15 12:06:42,2m - 10.433s,PASSED
"startApplication(APK, false)",,,,2023-08-15 12:04:37,2023-08-15 12:06:26,1m - 48.939s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-15 12:06:26,2023-08-15 12:06:31,5.274s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-15 12:06:31,2023-08-15 12:06:32,1.521s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-15 12:06:32,2023-08-15 12:06:34,1.440s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-15 12:06:34,2023-08-15 12:06:36,1.986s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-15 12:06:36,2023-08-15 12:06:38,2.405s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-15 12:06:38,2023-08-15 12:06:42,3.713s,PASSED
,,,,,,,
Test Cases/Treatment and WCP/Add Treatment,,,,2023-08-15 12:06:42,2023-08-15 12:08:18,1m - 36.450s,PASSED
"scrollToText(""MRN: 24ui"")",,,,2023-08-15 12:06:45,2023-08-15 12:06:56,10.767s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - MRN 24ui""), 30)",,,,2023-08-15 12:06:56,2023-08-15 12:06:57,0.926s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-15 12:06:57,2023-08-15 12:07:00,2.792s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-15 12:07:00,2023-08-15 12:07:01,0.986s,PASSED
"verifyElementText(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Treatment""), ""Treatment"")",,,,2023-08-15 12:07:01,2023-08-15 12:07:32,31.076s,PASSED
"tap(findTestObject(""Treatment and WCP/Add Treatment/android.widget.TextView - Treatment""), 30)",,,,2023-08-15 12:07:32,2023-08-15 12:08:03,30.831s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.ImageView - Add Treatement""), 30)",,,,2023-08-15 12:08:03,2023-08-15 12:08:04,1.898s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.ImageView - Add Treatement""), 30)",,,,2023-08-15 12:08:04,2023-08-15 12:08:05,0.973s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Next""), 30)",,,,2023-08-15 12:08:05,2023-08-15 12:08:07,1.346s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - CLEANSING""), 30)",,,,2023-08-15 12:08:07,2023-08-15 12:08:08,1.160s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Acetic Acid""), 30)",,,,2023-08-15 12:08:08,2023-08-15 12:08:09,1.201s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - OINTMENTS""), 30)",,,,2023-08-15 12:08:09,2023-08-15 12:08:10,1.033s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Zinc Oxide""), 30)",,,,2023-08-15 12:08:10,2023-08-15 12:08:11,1.155s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Save""), 30)",,,,2023-08-15 12:08:11,2023-08-15 12:08:13,1.243s,PASSED
"verifyElementText(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Acetic Acid (1)""), ""Acetic Acid"")",,,,2023-08-15 12:08:13,2023-08-15 12:08:15,2.715s,PASSED
"verifyElementText(findTestObject(""Object Repository/Treatment and WCP/Add Treatment/android.widget.TextView - Zinc Oxide (1)""), ""Zinc Oxide"")",,,,2023-08-15 12:08:15,2023-08-15 12:08:16,1.049s,PASSED
pressBack(),,,,2023-08-15 12:08:16,2023-08-15 12:08:17,0.736s,PASSED
pressBack(),,,,2023-08-15 12:08:17,2023-08-15 12:08:18,0.679s,PASSED
pressBack(),,,,2023-08-15 12:08:18,2023-08-15 12:08:18,0.687s,PASSED
,,,,,,,
Test Cases/Treatment and WCP/Edit Treatment,,,,2023-08-15 12:09:36,2023-08-15 12:10:56,1m - 19.367s,PASSED
"scrollToText(""MRN: 09ui"", STOP_ON_FAILURE)",,,,2023-08-15 12:09:36,2023-08-15 12:09:37,1.088s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - MRN 09ui""), 30)",,,,2023-08-15 12:09:37,2023-08-15 12:09:38,0.976s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.view.ViewGroup - Wound""), 30)",,,,2023-08-15 12:09:38,2023-08-15 12:09:39,0.914s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - Treatment""), 30)",,,,2023-08-15 12:09:39,2023-08-15 12:10:10,31.011s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.ImageView - Edit Treatement""), 30)",,,,2023-08-15 12:10:10,2023-08-15 12:10:13,2.681s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - Next""), 30)",,,,2023-08-15 12:10:13,2023-08-15 12:10:15,1.583s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - DRESSING""), 30)",,,,2023-08-15 12:10:15,2023-08-15 12:10:16,1.175s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - Activated Charcoal (1)""), 30)",,,,2023-08-15 12:10:16,2023-08-15 12:10:45,29.226s,PASSED
"tap(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - Save""), 30)",,,,2023-08-15 12:10:45,2023-08-15 12:10:46,1.289s,PASSED
"verifyElementText(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - Activated Charcoal""), ""Activated Charcoal"")",,,,2023-08-15 12:10:46,2023-08-15 12:10:51,5.207s,PASSED
"verifyElementText(findTestObject(""Object Repository/Treatment and WCP/Edit Treatment/android.widget.TextView - DRESSING (1)""), ""DRESSING"")",,,,2023-08-15 12:10:51,2023-08-15 12:10:53,1.130s,PASSED
