Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sync,,,,2023-08-08 12:54:32,2023-08-08 13:03:00,8m - 28.002s,PASSED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-08 12:54:33,2023-08-08 12:55:31,58.155s,PASSED
"startApplication(APK, true)",,,,2023-08-08 12:54:34,2023-08-08 12:55:18,43.735s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-08 12:55:18,2023-08-08 12:55:22,4.068s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-08 12:55:22,2023-08-08 12:55:23,1.248s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-08 12:55:23,2023-08-08 12:55:24,0.740s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-08 12:55:24,2023-08-08 12:55:25,1.683s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-08 12:55:25,2023-08-08 12:55:28,2.081s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-08 12:55:28,2023-08-08 12:55:31,3.633s,PASSED
,,,,,,,
Test Cases/Synchronization and Offline Use/Automatic sync mode,,,,2023-08-08 12:55:31,2023-08-08 13:00:38,5m - 6.526s,PASSED
"delay(60, STOP_ON_FAILURE)",,,,2023-08-08 12:55:33,2023-08-08 12:56:33,1m - 0.014s,PASSED
"toggleWifi(""off"", STOP_ON_FAILURE)",,,,2023-08-08 12:56:33,2023-08-08 12:56:34,1.152s,PASSED
"tap(findTestObject(""Synchronization and Offline Use/Automatic sync mode/android.view.ViewGroup - add patient""), 30)",,,,2023-08-08 12:56:34,2023-08-08 12:56:35,1.260s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - First name""), ""Test"", 30)",,,,2023-08-08 12:56:35,2023-08-08 12:56:36,1.571s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - Last name""), ""Sync"", 30)",,,,2023-08-08 12:56:36,2023-08-08 12:56:38,1.326s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - Date of birth (ddmmyyyy)""), ""01/09/1990"", 30)",,,,2023-08-08 12:56:38,2023-08-08 12:56:39,1.302s,PASSED
"setText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.EditText - MRN""), ""00ui"", 30)",,,,2023-08-08 12:56:39,2023-08-08 12:56:41,1.785s,PASSED
"tap(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - Save""), 30)",,,,2023-08-08 12:56:41,2023-08-08 12:56:42,0.764s,PASSED
"verifyElementText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - Patient created successfully""), ""Patient created successfully"")",,,,2023-08-08 12:56:42,2023-08-08 12:56:43,0.916s,PASSED
"tap(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.Button - OK""), 30)",,,,2023-08-08 12:56:43,2023-08-08 12:56:43,0.335s,PASSED
"verifyElementText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - Sync, Test""), ""Sync, Test"")",,,,2023-08-08 12:56:43,2023-08-08 12:56:44,0.902s,PASSED
"verifyElementText(findTestObject(""Object Repository/Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - MRN 00ui""), ""MRN: 00ui"")",,,,2023-08-08 12:56:44,2023-08-08 12:56:44,0.451s,PASSED
"tap(findTestObject(""Synchronization and Offline Use/Automatic sync mode/android.widget.TextView - MRN 00ui""), 30)",,,,2023-08-08 12:56:44,2023-08-08 12:56:45,0.462s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.ImageView - add wound""), 30)",,,,2023-08-08 12:56:45,2023-08-08 12:56:46,0.968s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Next""), 30)",,,,2023-08-08 12:56:46,2023-08-08 12:56:47,1.084s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Save""), 30)",,,,2023-08-08 12:56:47,2023-08-08 12:56:48,0.955s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Add Wound/android.view.ViewGroup (2)""), 30)",,,,2023-08-08 12:56:48,2023-08-08 12:56:49,1.073s,PASSED
