Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wound Management,,,,2023-08-17 10:41:48,2023-08-17 10:47:05,5m - 16.413s,FAILED
,,,,,,,
Test Cases/User Managemenet/Login,,,,2023-08-17 10:41:49,2023-08-17 10:42:37,47.345s,PASSED
"startApplication(APK, false)",,,,2023-08-17 10:41:51,2023-08-17 10:42:23,32.242s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - username""), LoginCreds.get(""username""), 30)",,,,2023-08-17 10:42:23,2023-08-17 10:42:28,4.615s,PASSED
"setText(findTestObject(""User Management/Login/android.widget.EditText - password""), LoginCreds.get(""password""), 30)",,,,2023-08-17 10:42:28,2023-08-17 10:42:30,1.679s,PASSED
"tap(findTestObject(""User Management/Login/android.view.ViewGroup - sign in""), 30)",,,,2023-08-17 10:42:30,2023-08-17 10:42:30,0.803s,PASSED
"tap(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Katalon""), 30)",,,,2023-08-17 10:42:30,2023-08-17 10:42:32,1.509s,PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-08-17 10:42:32,2023-08-17 10:42:34,2.101s,PASSED
"verifyElementExist(findTestObject(""Object Repository/User Management/Login/android.widget.TextView - Patient Directory""), 30)",,,,2023-08-17 10:42:34,2023-08-17 10:42:37,2.741s,PASSED
,,,,,,,
Test Cases/Wound Management/Add Wound,,,,2023-08-17 10:42:37,2023-08-17 10:42:50,13.252s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.EditText - Search by Name, MRN""), ""78ui"", 30)",,,,2023-08-17 10:42:38,2023-08-17 10:42:39,1.004s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Current site""), 30)",,,,2023-08-17 10:42:39,2023-08-17 10:42:40,1.029s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-17 10:42:40,2023-08-17 10:42:41,1.075s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.view.ViewGroup""), 30)",,,,2023-08-17 10:42:41,2023-08-17 10:42:42,1.118s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.ImageView - add wound""), 30)",,,,2023-08-17 10:42:42,2023-08-17 10:42:44,1.793s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Next""), 30)",,,,2023-08-17 10:42:44,2023-08-17 10:42:45,1.071s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Add Wound/android.widget.TextView - Save""), 30)",,,,2023-08-17 10:42:45,2023-08-17 10:42:46,0.899s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Add Wound/android.view.ViewGroup (2)""), 30)",,,,2023-08-17 10:42:46,2023-08-17 10:42:49,2.740s,PASSED
pressBack(),,,,2023-08-17 10:42:49,2023-08-17 10:42:49,0.526s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - x""), 30)",,,,2023-08-17 10:42:49,2023-08-17 10:42:50,0.803s,PASSED
,,,,,,,
Test Cases/Wound Management/Edit Wound,,,,2023-08-17 10:42:50,2023-08-17 10:43:15,25.189s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.EditText - Search by Name, MRN""), ""86ui"", 30)",,,,2023-08-17 10:42:51,2023-08-17 10:42:52,0.959s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Current site""), 30)",,,,2023-08-17 10:42:52,2023-08-17 10:42:53,1.153s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-17 10:42:53,2023-08-17 10:42:54,0.968s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup""), 30)",,,,2023-08-17 10:42:54,2023-08-17 10:42:55,0.901s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:42:55,2023-08-17 10:42:57,1.961s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:42:57,2023-08-17 10:42:58,1.053s,PASSED
"tap(findTestObject(""Wound Management/Edit Wound/android.widget.ImageView - MENU (1)""), 30)",,,,2023-08-17 10:42:58,2023-08-17 10:43:01,2.434s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Edit wound""), 30)",,,,2023-08-17 10:43:01,2023-08-17 10:43:02,1.287s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - secondary wound type""), 30)",,,,2023-08-17 10:43:02,2023-08-17 10:43:03,1.197s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Stage III""), 30)",,,,2023-08-17 10:43:03,2023-08-17 10:43:04,0.951s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.view.ViewGroup - facility acquired wound""), 30)",,,,2023-08-17 10:43:04,2023-08-17 10:43:05,0.985s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Next""), 30)",,,,2023-08-17 10:43:05,2023-08-17 10:43:06,0.970s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Additional description (Optional)""), 30)",,,,2023-08-17 10:43:06,2023-08-17 10:43:07,1.066s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.EditText - description""), ""Test Description"", 30)",,,,2023-08-17 10:43:07,2023-08-17 10:43:08,1.296s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - OK""), 30)",,,,2023-08-17 10:43:08,2023-08-17 10:43:09,0.652s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Save""), 30)",,,,2023-08-17 10:43:09,2023-08-17 10:43:10,0.887s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Edit Wound/android.widget.TextView - Test Description""), ""Test Description"")",,,,2023-08-17 10:43:10,2023-08-17 10:43:13,3.310s,PASSED
pressBack(),,,,2023-08-17 10:43:13,2023-08-17 10:43:14,0.420s,PASSED
pressBack(),,,,2023-08-17 10:43:14,2023-08-17 10:43:14,0.688s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - x""), 30)",,,,2023-08-17 10:43:14,2023-08-17 10:43:15,0.801s,PASSED
,,,,,,,
Test Cases/Wound Management/Change wound Statues,,,,2023-08-17 10:43:15,2023-08-17 10:43:31,16.036s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.EditText - Search by Name, MRN""), ""87ui"", 30)",,,,2023-08-17 10:43:17,2023-08-17 10:43:19,2.211s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Current site""), 30)",,,,2023-08-17 10:43:19,2023-08-17 10:43:20,0.948s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-17 10:43:20,2023-08-17 10:43:21,0.883s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - Patient""), 30)",,,,2023-08-17 10:43:21,2023-08-17 10:43:22,1.189s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:43:22,2023-08-17 10:43:24,1.942s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - Patient""), 30)",,,,2023-08-17 10:43:24,2023-08-17 10:43:24,0.488s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.view.ViewGroup - wound statues""), 30)",,,,2023-08-17 10:43:24,2023-08-17 10:43:26,2.299s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Healed""), ""Healed"")",,,,2023-08-17 10:43:26,2023-08-17 10:43:28,1.224s,PASSED
"tap(findTestObject(""Wound Management/Change wound statues/android.widget.TextView - Healed""), 30)",,,,2023-08-17 10:43:28,2023-08-17 10:43:28,0.393s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.TextView - Healed (1)""), ""Healed"")",,,,2023-08-17 10:43:28,2023-08-17 10:43:29,1.340s,PASSED
pressBack(),,,,2023-08-17 10:43:29,2023-08-17 10:43:30,0.390s,PASSED
pressBack(),,,,2023-08-17 10:43:30,2023-08-17 10:43:31,0.683s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Change wound statues/android.widget.ImageView""), 30)",,,,2023-08-17 10:43:31,2023-08-17 10:43:31,0.792s,PASSED
,,,,,,,
Test Cases/Wound Management/Lock Wound,,,,2023-08-17 10:43:31,2023-08-17 10:43:52,20.693s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.EditText - Search by Name, MRN""), ""89ui"", 30)",,,,2023-08-17 10:43:33,2023-08-17 10:43:35,2.092s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.TextView - Current site""), 30)",,,,2023-08-17 10:43:35,2023-08-17 10:43:36,0.914s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-17 10:43:36,2023-08-17 10:43:36,0.886s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - Patient""), 30)",,,,2023-08-17 10:43:36,2023-08-17 10:43:38,1.199s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - Patient""), 30)",,,,2023-08-17 10:43:38,2023-08-17 10:43:38,0.420s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:43:38,2023-08-17 10:43:40,1.810s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:43:40,2023-08-17 10:43:40,0.476s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - menu""), 30)",,,,2023-08-17 10:43:40,2023-08-17 10:43:43,2.379s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.TextView - Lock wound""), 30)",,,,2023-08-17 10:43:43,2023-08-17 10:43:44,1.304s,PASSED
pressBack(),,,,2023-08-17 10:43:44,2023-08-17 10:43:46,1.741s,PASSED
delay(5),,,,2023-08-17 10:43:46,2023-08-17 10:43:51,5.017s,PASSED
pressBack(),,,,2023-08-17 10:43:51,2023-08-17 10:43:51,0.441s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Lock Wound/android.widget.ImageView - x""), 30)",,,,2023-08-17 10:43:51,2023-08-17 10:43:52,0.792s,PASSED
,,,,,,,
Test Cases/Wound Management/Unlock Wound,,,,2023-08-17 10:43:52,2023-08-17 10:44:09,16.716s,PASSED
"setText(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.EditText - Search by Name, MRN""), ""90ui"", 30)",,,,2023-08-17 10:43:53,2023-08-17 10:43:54,0.890s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.TextView - Current site""), 30)",,,,2023-08-17 10:43:54,2023-08-17 10:43:55,1.174s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.TextView - Current site (1)""), 30)",,,,2023-08-17 10:43:55,2023-08-17 10:43:56,0.886s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - Patient""), 30)",,,,2023-08-17 10:43:56,2023-08-17 10:43:57,1.183s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - Patient""), 30)",,,,2023-08-17 10:43:57,2023-08-17 10:43:58,0.900s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:43:58,2023-08-17 10:44:00,1.864s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:44:00,2023-08-17 10:44:01,0.470s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.ImageView - menu""), 30)",,,,2023-08-17 10:44:01,2023-08-17 10:44:03,2.756s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.TextView - Unlock wound""), ""Unlock wound"")",,,,2023-08-17 10:44:03,2023-08-17 10:44:05,1.211s,PASSED
"tap(findTestObject(""Wound Management/Unlock wound/android.widget.TextView - Unlock wound""), 30)",,,,2023-08-17 10:44:05,2023-08-17 10:44:05,0.370s,PASSED
pressBack(),,,,2023-08-17 10:44:05,2023-08-17 10:44:07,1.733s,PASSED
"verifyElementExist(findTestObject(""Object Repository/Wound Management/Unlock wound/android.view.ViewGroup - wound""), 30)",,,,2023-08-17 10:44:07,2023-08-17 10:44:08,0.764s,PASSED
pressBack(),,,,2023-08-17 10:44:08,2023-08-17 10:44:08,0.400s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Unlock wound/android.widget.ImageView - x""), 30)",,,,2023-08-17 10:44:08,2023-08-17 10:44:09,0.785s,PASSED
,,,,,,,
Test Cases/Wound Management/Wound List,,,,2023-08-17 10:45:57,2023-08-17 10:46:28,31.058s,FAILED
"setText(findTestObject(""Object Repository/Wound Management/Wound List/android.widget.EditText - Search by Name, MRN""), ""92ui"", 30)",,,,2023-08-17 10:45:57,2023-08-17 10:46:28,31.036s,FAILED
,,,,,,,
Test Cases/Wound Management/Wound Summary,,,,2023-08-17 10:46:28,2023-08-17 10:46:42,13.886s,PASSED
"tap(findTestObject(""Object Repository/Wound Management/Wound Summary/android.view.ViewGroup - wound1""), 30)",,,,2023-08-17 10:46:30,2023-08-17 10:46:30,0.414s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound Summary/android.widget.TextView - Wound, List""), ""Wound, List"")",,,,2023-08-17 10:46:30,2023-08-17 10:46:33,2.928s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound Summary/android.widget.TextView - Wound 1 Trauma""), ""Wound 1: Trauma"")",,,,2023-08-17 10:46:33,2023-08-17 10:46:33,0.482s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound Summary/android.widget.TextView - Active""), ""Active"")",,,,2023-08-17 10:46:33,2023-08-17 10:46:34,0.590s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound Summary/android.widget.TextView - 14082023""), ""14/08/2023"")",,,,2023-08-17 10:46:34,2023-08-17 10:46:34,0.445s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound Summary/android.widget.TextView - HeadNeck, Front""), ""Head/Neck, Front"")",,,,2023-08-17 10:46:34,2023-08-17 10:46:35,0.915s,PASSED
"verifyElementText(findTestObject(""Object Repository/Wound Management/Wound Summary/android.widget.TextView - Test description""), ""Test description"")",,,,2023-08-17 10:46:35,2023-08-17 10:46:36,0.962s,PASSED
